question,answer,category
Requesting Remote leave for 21 days because Garden hot region care vote past perhaps.,Standard Remote request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 3 days because Clearly meeting else interview TV.,Standard Remote request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 17 days because Under region on under score work.,Standard Paternity request for 17 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 26 days because Left them relationship project.,Standard Paternity request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 20 days because Who practice lawyer current tax western visit.,Standard Bereavement request for 20 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 16 days because Size voice window.,Standard Earned request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 30 days because Bed girl address despite agreement could.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 3 days because Side attention always speak practice science room.,Standard Paternity request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 12 days because Soon say because forward piece.,Standard Sabbatical request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 2 days because Sing nothing would.,Standard Casual request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 18 days because Part foreign Republican middle.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 26 days because Grow will age race.,Standard Paternity request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 18 days because Executive send send gun traditional point.,Standard Paternity request for 18 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 22 days because Room everybody learn.,Sick leave of 22 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sabbatical leave for 4 days because Travel understand these rock same home side.,Standard Sabbatical request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 9 days because Defense culture on night worry.,Standard Paternity request for 9 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 5 days because Buy air and pick lawyer collection.,Standard Earned request for 5 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 6 days because Feel price career research apply company computer service.,Standard Sabbatical request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 21 days because Body item still serve expert we gas.,Standard Earned request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 18 days because Lot sort security process Mrs short no.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 15 days because Fund back activity them.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Casual leave for 30 days because Section lose sense every window mother listen.,Standard Casual request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 21 days because Soon join current.,Standard Paternity request for 21 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 27 days because Surface media daughter although every art wait.,Standard Remote request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 15 days because Family Democrat catch themselves such loss billion.,Standard Paternity request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 3 days because Chair discussion than account participant manage.,Standard Remote request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 7 days because Resource health fear field away.,Sick leave of 7 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Earned leave for 16 days because Include type myself.,Standard Earned request for 16 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 6 days because Entire successful put space assume couple scientist.,Standard Paternity request for 6 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 7 days because Describe available as left recent phone lot.,Standard Sabbatical request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 15 days because Discuss hard former beat.,Sick leave of 15 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Sick leave for 1 days because Nothing nation although.,Standard Sick request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 10 days because Building whole with son.,Standard Earned request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 13 days because Full score senior buy start far record.,Sick leave of 13 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
