candidate_profile,analysis
"Role: Data Scientist, Exp: 13 years, Skills: almost, ground, face, now, matter",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 7 years, Skills: lay, choose, skin, whole, between",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: commercial, easy, former, instead, know",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 14 years, Skills: almost, white, board, science, position",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 12 years, Skills: argue, whether, edge, lose, series",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: example, born, month, whole, information",Score: 87/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: arrive, body, specific, front, TV",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 10 years, Skills: with, traditional, lay, federal, research",Score: 75/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: return, item, evening, turn, article",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: put, heavy, reality, student, later",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: their, painting, way, try, condition",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 0 years, Skills: language, debate, husband, star, back",Score: 76/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: these, baby, defense, dinner, small",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 5 years, Skills: town, book, those, miss, themselves",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: time, interesting, recent, during, rate",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: article, gun, hotel, article, down",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 2 years, Skills: view, ask, law, rich, team",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: image, land, before, fill, knowledge",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 6 years, Skills: treat, rate, guy, almost, rest",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: you, happen, spend, green, deep",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: pick, provide, would, commercial, all",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: traditional, father, glass, analysis, over",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 4 years, Skills: hit, employee, do, mother, note",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 3 years, Skills: spend, baby, nature, professional, listen",Score: 76/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 2 years, Skills: whether, push, participant, television, late",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: information, admit, our, nature, old",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 4 years, Skills: although, attention, far, sea, start",Score: 83/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 13 years, Skills: only, important, draw, loss, my",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 1 years, Skills: radio, democratic, whole, people, summer",Score: 77/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 8 years, Skills: nothing, respond, bad, summer, man",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 3 years, Skills: health, street, total, drive, individual",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 12 years, Skills: environment, gun, activity, color, reduce",Score: 93/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: answer, the, ahead, ten, according",Score: 78/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: fish, case, buy, laugh, above",Score: 62/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 10 years, Skills: policy, very, concern, program, to",Score: 89/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 14 years, Skills: might, that, produce, collection, future",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: similar, recognize, show, very, everything",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: key, arm, my, shake, approach",Score: 67/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: water, often, own, approach, wide",Score: 84/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 10 years, Skills: reveal, large, eight, same, item",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 15 years, Skills: when, owner, chair, off, wish",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 9 years, Skills: those, current, same, step, through",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: reduce, against, their, career, discussion",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 0 years, Skills: style, road, this, suddenly, now",Score: 74/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 0 years, Skills: blue, staff, business, maybe, have",Score: 68/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: candidate, than, focus, may, enough",Score: 97/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 4 years, Skills: mean, short, though, despite, return",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 6 years, Skills: parent, service, million, note, interesting",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 12 years, Skills: image, expect, admit, from, determine",Score: 99/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: little, water, food, ground, manager",Score: 86/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 11 years, Skills: far, defense, current, city, live",Score: 98/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: put, catch, many, act, himself",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 6 years, Skills: shoulder, son, child, join, add",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 1 years, Skills: themselves, business, realize, modern, heavy",Score: 60/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 14 years, Skills: however, network, accept, trade, simply",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 2 years, Skills: your, would, situation, write, woman",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: right, television, teach, alone, picture",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 7 years, Skills: tell, beat, order, hundred, word",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 14 years, Skills: direction, blue, medical, find, usually",Score: 100/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 1 years, Skills: color, message, season, road, land",Score: 66/100. Decision: Junior / Training. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 8 years, Skills: person, such, firm, attack, soon",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 3 years, Skills: short, mean, election, mind, here",Score: 88/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: get, southern, key, program, perform",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 13 years, Skills: east, air, four, own, girl",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 13 years, Skills: lawyer, after, race, not, important",Score: 92/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 7 years, Skills: method, fine, watch, lay, already",Score: 72/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 7 years, Skills: I, shake, treatment, forward, blue",Score: 90/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: stay, ready, exactly, citizen, attorney",Score: 82/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 3 years, Skills: tough, late, western, tonight, former",Score: 81/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 12 years, Skills: conference, or, see, walk, or",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Data Scientist, Exp: 15 years, Skills: next, white, eye, end, realize",Score: 95/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 8 years, Skills: born, agency, whatever, kind, staff",Score: 80/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 11 years, Skills: wait, represent, hear, finish, commercial",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 5 years, Skills: data, top, century, simply, vote",Score: 71/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 2 years, Skills: nature, few, difference, scientist, whose",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 15 years, Skills: skill, guy, air, imagine, time",Score: 94/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 9 years, Skills: friend, really, stand, loss, practice",Score: 73/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Software Engineer, Exp: 7 years, Skills: consider, election, cell, space, share",Score: 74/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: HR Specialist, Exp: 9 years, Skills: growth, food, who, smile, executive",Score: 77/100. Decision: Consider. ROI Prediction: Strong long-term potential.
"Role: Designer, Exp: 12 years, Skills: keep, option, figure, on, notice",Score: 96/100. Decision: Strong Hire. ROI Prediction: Strong long-term potential.
"Role: Product Manager, Exp: 10 years, Skills: under, must, perform, shake, by",Score: 79/100. Decision: Consider. ROI Prediction: Strong long-term potential.
